text,topicname,label
"<text>
<title>DREXEL OFFICIAL HAS STAKE IN EPSILON DATA &lt;EPSI&gt;</title>
<dateline>    WASHINGTON, Feb 26 - </dateline>A senior official of Drexel Burnham
Lambert Inc and his father told the Securities and Exchange
Commission they have acquired 258,591 shares of Epsilon Data
Management Inc, or 9.4 pct of the total outstanding.
    Kenneth Thomas, senior vice president-investments at
Drexel's Los Angeles office, and his father, retired university
professor C.A. Thomas, said they bought the stake for 2.1 mln
dlrs primarily for investment purposes.
    They said they may buy more stock or sell some or all of
their stake, depending on market conditions, but have no plans
to seek control of the company.
 Reuter
</text>",acq,1
"<text>
<title>&lt;NOVA&gt; WINS GOVERNMENT OKAY FOR HUSKY &lt;HYO&gt; DEAL</title>
<dateline>    CALGARY, Alberta, Feb 26 - </dateline>Nova, the Canadian company that
owns 56 pct of Husky Oil Ltd, said it received government
approval for a transaction under which &lt;Union Faith Canada
Holding Ltd&gt; would buy a 43 pct stake in Husky.
    Nova said the Minister of Regional and Industrial
Expansion, Michel Cote, ruled that Union Faith's purchase of
the Husky stake would not result in Husky ceding control to a
non-Canadian company. It said this ruling was a key condition
in completing the deal.
    Union Faith is equally owned by &lt;Hutchison Whampoa Ltd&gt; and
&lt;Hong Kong Electric Holdings Ltd&gt;.
    Under the agreement with Union Faith, Husky will become a
private company with Union Faith and Nova each holding 43 pct
of its stock.
    Nine pct of Husky would be owned by relatives of Li
Ka-Shing, chairman of Hutchison, and five pct by the Canadian
Imperial Bank of Commerice.
 Reuter
</text>",acq,1
"<text>
<title>SUFFIELD FINANCIAL &lt;SSBK&gt; GETS FED APPROVAL</title>
<dateline>    SUFFIELD, Conn., Feb 26 - </dateline>Suffield Financial Corp said the
Federal Reserve Board approved its application to acquire
Coastal Bancorp &lt;CSBK&gt;, Portland, Me.
    Suffield said it still needs the approval of the
superintendent of Maine's banking department.
 Reuter
</text>",acq,1
"<text>
<title>VERSATILE TO SELL UNIT TO VICON</title>
<dateline>    VANCOUVER, British Columbia, Feb 26 - </dateline>&lt;Versatile Corp&gt; said
it agreed in principle to sell its Alberta-based Versatile
Noble Cultivators Co division to Vicon Inc, of Ontario, for
undisclosed terms.
    The division manufactures tillage and spraying equipment.
 Reuter
</text>",acq,1
"<text>
<title>VIDEOTRON BUYS INTO EXHIBIT COMPANY</title>
<dateline>    MONTREAL, Feb 26 - </dateline>(Groupe Videotron Ltd) said it agreed to
buy 50 pct of (Groupe Promexpo Inc), a company which
specializes in product exhibits, for three mln dlrs.           
  
 Reuter
</text>",acq,1
"<text>
<title>CIRCUIT SYSTEMS &lt;CSYI&gt; BUYS BOARD MAKER</title>
<dateline>    ADDISON, Ill., Feb 26 - </dateline>Circuit Systems Inc said it has
bought all of the stock of (Ionic Industries Inc) in exchange
for 3,677,272 shares of its common.
    Following the exchange there will be 4,969,643 shares of
Circuit Systems stock outstanding. Ionic holders will own about
74 pct of the outstanding stock of Circuit Systems, it said.
    Ionic, a maker of circuit boards, had revenues of 8.4 mln
dlrs and pretax profits of 232,000 dlrs in 1986, up from
revenues of 5.9 mln and pretax profits of 204,000 dlrs in 1985,
Circuit Systems said.
 Reuter
</text>",acq,1
"<text>
<title>NIPPON KOKAN STEEL AFFILIATES CONSIDERING MERGER</title>
<dateline>    TOKYO, March 2 - </dateline>Toshin Steel Co Ltd &lt;TOSS.T&gt; and &lt;Azuma
Steel Co Ltd&gt;, affiliates of Nippon Kokan KK &lt;NKKT.T&gt;, are
considering a merger, company spokesmen said.
    Toshin Steel, owned 41.9 pct by Nippon Kokan, and Azuma
Steel, owned 41.3 pct by Nippon Kokan, are expected to decide
by the end of March, they said. Both firms have been struggling
with losses caused by the recession in the steel industry and
the yen's appreciation.
    Azuma Steel's current losses are estimated at 3.1 billion
yen in the year ending March 31 against a 6.99 billion loss a
year earlier, a spokesman said. The firm employs 1,100 workers
    Toshin Steel, with 1,700 workers, has given no forecast for
the year ending March 31.
    But industry sources said they expected the company to show
current losses of about five billion yen or more in 1986/87
compared with a 2.98 billion loss in 1985/86.
 REUTER
</text>",acq,1
"<text type=""BRIEF"">
******<title>SHV SAYS IT MAKING TENDER OFFER FOR UP TO 33 MLN SHARES IN IC GAS
</title>Blah blah blah.


</text>",acq,1
"<text>
<title>WALLENBERGS FIGHT BID FOR SWEDISH MATCH STAKE</title>
<dateline>    STOCKHOLM, March 2 - </dateline>Sweden's Wallenberg group fought back
a bid by the London-based Swedish financier Erik Penser to
secure a large stake in Swedish Match &lt;SMBS ST&gt;, one of the
companies at the core of their business empire.
    A statement issued by the Wallenberg holding companies AB
Investor and Forvaltnings AB Providentia said they had taken
over an option held by Nobel Industrier Sweden AB to acquire 33
pct of the voting rights in Swedish Match.
    Thre Wallenbergs paid Nobel Industrier &lt;NOBL ST&gt;, in which
Penser group has a 72 pct stake, about 20 pct over the market
price for the Swedish Match option, the statement said.
    Swedish Match's B shares open to foreign buyers closed at
424 crowns on Friday. The A shares -- with increased voting
rights -- closed at 450 crowns for the restricted and 455 for
the free shares.
    The statement said the deal increased Investor's stake to
49.4 pct of the voting rights and 14.8 pct of the share capital
while Providentia is left holding 34.1 pct of the voting rights
and 14.5 pct of the share capital in Swedish Match.
    The Wallenbergs' stake in Swedish Match had previously
amounted to 52 pct of the voting rights in the company.
    The Swedish Match deal will cost the Wallenbergs about 400
mln crowns, share analysts said, making it one of the most
expensise moves the group has undertaken in the last four years
to defend its far-flung interests from outside predators.
    The Wallenbergs originally sold Nobel Industrier, an arms
and chemicals group, to Penser in 1984 to pay for buying Volvo
&lt;VOLV ST&gt; out of two other key group companies, Atlas Copco
&lt;ASTS ST&gt; and Stora Koppabergs &lt;SKPS ST&gt;.
    Since then, the Wallenbergs were ousted as the largest
shareholders in SKF (SKFR ST&gt; by Skanska AB &lt;SKBS ST&gt; and
Frederik Lundberg wrested control of Incentive AB from them.
    Lundberg, a Zurich-based Swedish property tycoon, also
managed to acquire a 25 pct stake in another Wallenberg
company, the diary equipment firm Alfa -Laval AB &lt;ALFS ST&gt;.
    During 1986, the Wallenbergs have been concentrating on
building up their stake in Investor and Providentia to prevent
any raid on the heart of their business empire.
    But analysts say the Wallenbergs' position in the
electrical engineering firm ASEA AB &lt;ASEA ST&gt; is also too small
at 12.6 pct of the voting rights and there has been growing
speculation that the group will be forced to sell off fringe
interests to protect its core activities.
 REUTER
</text>",acq,1
"<text>
<title>SHV SAYS IT MAKING TENDER OFFER FOR IC GAS</title>
<dateline>    LONDON, March 2 - </dateline>&lt;SHV (United Kingdom) Holding Co Ltd&gt;
said it was making a tender offer for up to 33 mln ordinary
shares in Imperial Continental Gas Association.&lt;ICGS.L&gt;.
    It said in a statement the offer was on the basis of 700p
for each IC Gas ordinary and 252p for every one stg nominal of
IC Gas loan stock.
    SHV already holds 6.8 mln IC Gas ordinary stock units
representing around 4.9 pct of the current issued share
capital.
    Successful completion of the offer would increase SHV's
stake in IC Gas to 39.8 mln shares, representing around 27.9
pct of issued share capital, it said.
    The offer capitalises IC Gas at around one billion stg.
    It said it was tendering for both ordinary stock and loan
stock, which when fully converted, gave a total of 33 mln IC
Gas ordinary. It is making the tender offer through N.M.
Rothschilds.
    IC Gas said in a statement it noted the SHV tender offer
and the terms were being considered.
    It said a further statement would be made as soon as
possible.
 REUTER...
</text>",acq,1
"<text>
<title>SALE TILNEY BUYS STAKE IN U.S. INSURANCE BROKER</title>
<dateline>    LONDON, March 2 - </dateline>&lt;Sale Tilney Plc&gt; said it has purchased
80 pct of the ordinary share capital of &lt;B and R International
Inc.&gt;, a U.S. Insurance broker, for 5.6 mln dlrs.
    Sale is paying 3.6 mln dlrs in cash on completion, with the
balance plus interest to be paid in equal instalments over the
next six years.
    B and R posted pretax profit of 855,000 dlrs in the year to
Dec 31, 1986 when it had net tangible assets of 563,000 dlrs.
 REUTER
</text>",acq,1
"<text>
<title>EXCO BUYS U.S. GOVERNMENT SECURITIES BROKER</title>
<dateline>    LONDON, Mar 2 - </dateline>&lt;Exco International Plc&gt;, a subsidiary of
British and Commonwealth Shipping Co Plc &lt;BCOM.L&gt;, said it had
agreed in principle to buy an 80 pct stake in &lt;RMJ Holdings
Corp&gt; for about 79 mln dlrs.
    Exco Chairman Richard Lacy told Reuters the acquisition was
being made from Bank of New York Co Inc &lt;BK.N&gt;, which currently
holds a 50.1 pct, and from RMJ partners who hold the remainder.
    Bank of New York and the partners will retain about 10 pct
each and these stakes will be bought over the next six years.
    RMJ is the holding company of RMJ Securities, one of the
largest U.S. Government securities brokers.
    It is also involved in broking notes, obligations and other
instruments sponsored by U.S. Federal agencies.
    Lacy said Exco had been considering buying a U.S.
Government securities broker for the past four years and had
made an offer for RMJ when it was sold by Security Pacific Corp
&lt;SPC.N&gt; in 1985. RMJ was then valued at about 50 mln dlrs.
    B and C managing director Peter Goldie said RMJ would be
bought at about the same multiple as Exco, suggesting net
income of around 16 mln dlrs.
    The company's earnings had not been hit by the halving of
brokerage fees some 14 months ago as volumes had since doubled.
    Lacy said that RMJ employed some 300 people, with 200 in
the brokerage business and about 70 in its &lt;SMS&gt; unit, which
provided computer software for the financial services
community.
    RMJ Securities had offices in New York, where total market
turnover of U.S. Government securities was 110 billion dlrs a
day, and in London where it has 15 billion.
    It was also given permission last week to open an office in
Tokyo where total market turnover had lifted rapidly to about
five billion dlrs a day.
    The acquisition would contribute between five and 10 pct of
B and C's share earnings in 1987 on a proforma basis.
 REUTER
</text>",acq,1
"<text>
<title>COLOROLL AGREES TO BUY U.S. WALLCOVERINGS COMPANY</title>
<dateline>    LONDON, March 2 - </dateline>&lt;Coloroll Group Plc&gt; said it has entered
into a conditional agreement to acquire the business and assets
of &lt;Wallco Inc&gt; and related companies for 14.5 mln dlrs.
    Miami-based Wallco manufactures and distributes
wallcoverings and showed a pretax profit of 1.5 mln dlrs on
turnover of 37 mln in the year ending June 1986. The total U.S.
Market was estimated to be worth 840 mln dlrs in 1986, having
grown by 47 pct in the previous five years, Coloroll said.
    The combined sales and profit of the enlarged Coloroll U.S.
Business would be 67 mln and four mln dlrs respectively.
 REUTER
</text>",acq,1
"<text>
<title>SCIENTIFIC MICRO SYSTEMS &lt;SMSI&gt; ACUIRES SUPERMAC</title>
<dateline>    NEW YORK, March 2 - </dateline>Scientific Micro Systems Inc said it
has acquired Supermac Technology, a rapidly growing supplier of
enhancement products and disc drive subsystems for the Apple
personal computer market.
    Scientific Micro said it acquired all the common stock of
Supermac in exchange for 1.05 mln shares of its own common
stock. The stock closed at 5.50 dlrs bid on Friday.
    Supermac, a privately held firm based in Mountain View,
California, as is Scientific Micro, reported a net profit of
300,000 dlrs on revenue of 9.5 mln dlrs in fiscal 1986. It
expects its revenue to approximately double in 1987.

 Reuter
</text>",acq,1
"<text>
<title>AMERICAN EXPRESS &lt;AXP&gt; VIEWING SHEARSON OPTIONS</title>
<author>    By Patti Domm, Reuters</author>
<dateline>    NEW YORK, March 2 - </dateline>American Express Co, rumored to be
considering a spinoff of part of Shearson Lehman Brothers Inc,
said it is studying a range of options for its brokerage unit
that could improve Shearon's access to capital and help it meet
broadening international competition.
    In a joint statement, American Express and Shearson said
the actions under consideration are an integral part of
American Express' worldwide financial services strategy and
that the two companies have been having both internal and
external discussions on the matters.
    American Express said no decision has been reached on the
strategic options and that it and Shearson could ultimately
decide to follow growth plans already in place.
    Last week, rumors circulated on Wall Street that the
financial services giant was considering a spinoff of part of
Shearson and there was speculation it may be considering
selling a stake to a Japanese firm. Analysts said the
speculation also focused on American Express selling 20 pct of
the profitable brokerage firm to the public.
    There was some speculation that American Express had also
considered a total spinoff of Shearson, but the plan was
considered highly unlikely, analysts said.
     American Express said in the statement on Sunday that it
will not comment on rumors and speculation and a spokesman
would not go beyond the statement. The company also remained
silent last Thursday and Friday, as rumors drove American
Express stock up a total of 5-1/2 dlrs in two days to bring it
to a Friday close at 74.
     It said it issued the statement on Sunday because a
similar statement was being circulated to employees.
    Analysts have been divided on whether it makes sense for
American Express to give up a stake in the wholly-owned
brokerage, which improved its after-tax earnings by about 50
pct in the last year.
    Some analysts said American Express may consider spinning
off part of Shearson because it is concerned that its stock
price does not fully reflect the value of the brokerage firm.
     Shearson contributed 316 mln dlrs of American Express'
1.25 billion dlr net in 1986.
    American Express' ambitious plans for international growth
may be also enhanced by the added cash that spinning out part
of Shearson would bring. Analysts speculated that all of
Shearson would have a market value of about 3.5 billion dlrs.
    To some however, the need for added capital is puzzling.
""(American) Express is in a position where they can raise
capital if they need to,"" said Larry Eckenfelder of
Prudential-Bache Securities.
    Analysts said rumors were fed by the reorganization of
Shearson management Wednesday. Chief operating officer Jeffrey
Lane got the added, previously vacant, post of president.
     The reorganization also created four new positions for
chairmen of Shearson's operating divisions, a move analysts
speculated would allow Shearson to be a stand alone company.
     Analysts, contacted on Sunday said the statement does
little to clarify last week's market speculation. It does
confirm, however, that the financial services firm, which
unsuccessfully attempted to expand Shearson with a major
acquisition last year, is looking beyond its own walls for
growth and positioning in the global market competition.
    Late last year, Shearson's takeover offer to the E.F.
Hutton Group Inc was rejected by Hutton, and analysts said
there had been speculation that Shearson also was rebuffed when
it approached another major Wall Street brokerage.        
 Reuter
</text>",acq,1
"<text>
<title>ROPAK &lt;ROPK&gt; HAS 34 PCT OF BUCKHORN &lt;BKN&gt;</title>
<dateline>    FULLERTON, Calif., March 2 - </dateline>Ropak Corp said it received
and accepted about 456,968 common shares and 527,035 Series A
convertible preferred shares of Buckhorn Inc at four dlrs and
5.75 dlrs each respectively in response to its tender offer
that expired Friday, and it now owns 34.4 pct of Buckhorn
voting power.
    The company had owned 63,000 common and 25,100 preferred
shares before starting the hostile tender.  Ropak said it is
borrowing the funds needed to buy the Buckhorn shares from its
bank lender and will not need to use any funds that another
bank had committed to provide under a margin loan.
    Ropak said it waived minimum acceptance requirements to buy
the shares and intends to evaluate a number of possible ways of
completing an acquisition of Buckhorn.  It said it hopes that
Buckhorn's board will reevaluate its position and enter into
meaningful negotiations.
 Reuter
</text>",acq,1
"<text>
<title>PENRIL &lt;PNL&gt; SEEKS TO SELL TWO UNITS</title>
<dateline>    ROCKVILLE, Md., March 2 - </dateline>Penril Corp said it is seeking to
sell its Triplett Electrical Instrument Corp subsidiary in
Bluffton, Ohio, and Triplett's Alltest division in Hoffman
Estates, Ill., as part of a plan to concentrate on its three
profitable division and reduce its debt load.
    The company also said it is evaluating a plan to satisfy
its obligations under its 10-7/8 pct subordinated notes but
gave no details.  Interest on the notes is due today.
    Penril further said director Clifford L. Alexander Jr. has
resigned from the board.  It gave no reason.
    Penril said shareholders at the annual meeting approved the
limitation of directors' liability.   
 Reuter
</text>",acq,1
"<text>
<title>&lt;DALE BURDETT INC&gt; FACES DAMAGE CLAIM</title>
<dateline>    WESTMINSTER, Calif., March 2 - </dateline>Dale Burdett Inc said it
faces damages claims totalling about 420,000 dlrs from the
former owners of Burdett Publications Inc.
    The company said on February 20, 1986, its predecessor
Nolex Development Inc acquired Burdett Publications Inc in an
exchange of 17 mln common shares for all Burdett Publications
shares, but the transaction was not qualified with the
California Department of Corporations.
    As a result, it said, the former Burdett Publications
owners have a claim for damages against Dale Burdett as
successor to Nolex for one yuear starting January 21, 1987,
with the damages measured by the difference in values of shares
exchanged plus interest from February 20, 1986.
 Reuter
</text>",acq,1
"<text>
<title>PUROLATOR &lt;PCC&gt; IN BUYOUT WITH HUTTON &lt;EFH&gt;</title>
<author>    By Patti Domm</author>
<dateline>    NEW YORK, March 2 - </dateline>New Jersey-based overnight messenger
Purolator Courier Corp said it has agreed to be acquired for
about 265 mln dlrs by a company formed by E.F. Hutton LBO Inc
and certain managers of Purolator's U.S. courier business.
    Analysts have said that Purolator has been for sale for
some time. Purolator announced earlier it was mulling a
takeover bid, but analysts wrongly predicted the offer was from
another courier company.
    Hutton LBO, a wholly owned subsidiary of E.F. Hutton Group
Inc, will be majority owner of the company.
    Hutton said the acquiring company, PC Acquisition Inc, is
paying 35 dlrs cash per share for 83 pct of Purolator's stock
in a tender offer to begin Thursday. The rest of the shares
will be purchased for securities and warrants to buy stock in a
subsidiary of PC Acquisition, containing Purolator's U.S.
courier operations.
    If all the shares of Purolator are tendered, shareholders
would receive for each share 29 dlrs cash, six dlrs in
debentures, and a warrant to buy shares in a subsidiary of PC
Acquisition containing the U.S. courier operations.
    Hutton said in the merger shareholders would get 46 mln
dlrs aggregate amount of guaranteed debentures due 2002 of PC
Acquisition and warrants to buy 15 pct of the common stock of
the PC courier subsidiary. Hutton said the company has valued
the warrants at two to three dlrs per share.
    Purolator's stock price closed at 35.125 dlrs on Friday.
While some analysts estimated the company was worth in the mid
30s, at least one said it would be worth 38 to 42 dlrs.
    This follows sales of two other Purolator units. It agreed
recently to sell its Canadian Courier unit to Onex Capital for
170 mln dlrs, and previously sold its auto filters business.
    Purolator retains its Stant division, which makes closure
caps for radiators and gas tanks. A Hutton spokesman said the
firm is reviewing its options on Stant.
    Purolator's courier business has been lagging that of its
U.S. rivals because of the high price it paid in the past
several years to add air delivery to its ground fleet.
    E.F. Hutton will provide 279 mln dlrs of its funds to
complete the transaction. This so-called ""bridge"" financing
will be replaced later with long-term debt most likely in the
form of bank loans, Hutton said. Hutton LBO is committed to
keeping the courier business, its president Warren Idsal said.
    ""Purolator lost 120 mln dlrs over the last two years
largely due to U.S. courier operations, which we believe the
management is turning around. We belive it will be a very
serious competitor in the future,"" said Idsal.
    William Taggart, chief executive officer of U.S. Courier
division, will be chief executive officer of the new company.
    The tender offer will be conditioned on a minimum of two
thirds of the common stock being tendered and not withdrawn to
the expiration of the offer as well as certain other conditions.
    The offer will begin Thursday, subject to clearances from
the staff of the Interstate Commerce Commission and will expire
20 business days after commencement unless extended.
 Reuter
</text>",acq,1
"<text>
<title>FINANCIAL SANTA BARBARA &lt;FSB&gt; TO MAKE PURCHASE</title>
<dateline>    SANTA BARBARA, Calif., March 2 - </dateline>Financial Corp of Santa
Barbara said it has signed a definitive agreement to purchase
Stanwell Financial, the lending operations unit of mortgage
banking company &lt;Stanwell Mortgage&gt;, for undisclosed terms.
 Reuter
</text>",acq,1
"<text>
<title>MARRIOTT &lt;MHS&gt; TO SELL HOTEL</title>
<dateline>    TORONTO, March 2 - </dateline>&lt;Four Seasons Hotels&gt; said it and &lt;VMS
Realty Partners&gt; of Chicago have agreed to purchase the Santa
Barbara Biltmore Hotel from Marriott Corp for an undisclosed
amount.
    It said the venture will rename the hotel the Four Seasons
Biltmore at Santa Barbara and invest over 13 mln dlrs in
improvements on the 228-room property.
 Reuter
</text>",acq,1
